prob_chuva,vento_kmh,nivel_rio_mm,risco_enchente
0.42471152163314585,8.619932779004618,767.9559292589552,0
0.8798409771883369,6.928710426770537,721.0083257411916,1
0.633826487251195,15.728107257272605,693.919661023242,0
0.3701243445205281,5.682731519468938,764.8708125429307,0
0.8531527903682015,13.521200384615213,300.23714744181535,1
0.894073158591773,24.846305462936176,502.8820971595588,1
0.3635325401220638,36.69599912455774,602.6913302219907,1
0.6268755877993243,25.94630757421538,392.3053066928107,0
0.6804527256296987,5.451769802255848,629.9334308117254,0
0.8411385496201521,23.582692234633885,734.567391014348,1
0.8495458993635376,17.83768745766746,653.7855091942104,1
0.7225527395955422,32.28705768442511,699.6587415947643,1
0.09045141952609825,34.83074882196215,560.5552395271524,0
0.5671818574802473,37.35783121296826,732.0355280849301,1
0.39909245641402025,38.363204071468886,407.6254241109512,0
0.8369467135860866,6.757199256223849,627.0237915186035,1
0.26921548240338034,33.82402854361547,595.3964390138312,0
0.49398168384587215,36.11274168052282,767.7103581711787,1
0.1323469087340885,15.139702343311061,442.44132093660534,0
0.6670373494471455,11.474123283189517,707.7211193976591,1
0.5225539388560873,39.045544767333936,769.2173589993062,1
0.17341629002184555,10.139377425157075,310.3313461516369,0
0.40204964012710676,37.884546562099594,484.82998055457074,0
0.029848430496642986,35.47114026836751,377.7070331669596,0
0.5794151263125233,13.321919603820911,484.7587563610165,0
0.681872092576097,16.574583613500593,341.20713034502364,0
0.7525002746427699,23.21889488192159,352.9500891718875,0
0.5511671131662543,19.792990174503736,597.2295566151308,0
0.6655300278769605,24.973621170870267,539.8696468496727,0
0.3004980544409773,16.597985906124073,537.7129678761157,0
0.24874456588820393,6.416401042952247,670.2824696944293,0
0.9153986928394525,13.828333200231256,433.73322257750954,1
0.9654923641608594,16.889466259564752,483.1720500614222,1
0.9434241294761513,31.040562106804757,503.429827068653,1
0.26711566080003524,35.04783712116541,418.6886851095493,0
0.2553474555375199,11.340322160496399,677.1333830665602,0
0.6672261671560801,30.00382824708209,640.226270793834,1
0.1595860883630832,21.473743387728344,329.9589337817363,0
0.30385965121394276,33.0206470310457,682.4095591621029,1
0.3128279095155937,19.788443807720604,489.6516145577641,0
0.006749612717443232,2.844223917692794,364.79392793419413,0
0.6294237411865937,16.43327604029496,683.4164766850349,0
0.9738431279492048,21.92130170813069,326.0929578048223,1
0.2878393305092015,39.71194544465377,429.2886118891922,0
0.5237190165215921,37.150136987220066,503.9768426555016,0
0.3680847845094267,12.104472563065855,448.6254566240608,0
0.8454199895813796,38.27605945743779,601.7834738383876,1
0.27301793083630654,11.999232485174737,767.1934345360655,0
0.9496701519614367,18.222751769964432,438.8430871248542,1
0.7583909822948411,1.189731386013726,741.3106034619841,1
0.5595089218462886,37.797224388978385,701.2798778909971,1
0.5772199168397874,12.90866466033513,457.19459304248323,0
0.04438376232777497,25.094728314386174,489.7390039184213,0
0.5240637243211067,13.96762527790651,482.0013236585885,0
0.8446734605174229,6.052590029317968,551.41111374675,1
0.5111967311332921,13.777878334952565,432.49168590431236,0
0.5842492577239778,10.747931319321648,453.1055498536615,0
0.8569705978081481,36.46994032234359,507.0258695008488,1
